O,D,O행정동명,D행정동명,naver_p,naver_c,time_pt,time_car
1153076000,1165062000,개봉제3동,방배3동,"https://map.naver.com/p/directions/14121013.795766873,4507131.7949979585/14137291.35472473,4505453.027733096/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14121013.795766873,4507131.7949979585/14137291.35472473,4505453.027733096/-/car?c=15.00,0,0,0,dh",65,46
1165062000,1153076000,방배3동,개봉제3동,"https://map.naver.com/p/directions/14137291.35472473,4505453.027733096/14121013.795766873,4507131.7949979585/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14137291.35472473,4505453.027733096/14121013.795766873,4507131.7949979585/-/car?c=15.00,0,0,0,dh",67,37
1132051400,1123074000,창제4동,이문제1동,"https://map.naver.com/p/directions/14138688.926403845,4519703.86816548/14144438.97885348,4522705.638025085/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14138688.926403845,4519703.86816548/14144438.97885348,4522705.638025085/-/car?c=15.00,0,0,0,dh",29,27
1123074000,1132051400,이문제1동,창제4동,"https://map.naver.com/p/directions/14144438.97885348,4522705.638025085/14138688.926403845,4519703.86816548/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144438.97885348,4522705.638025085/14138688.926403845,4519703.86816548/-/car?c=15.00,0,0,0,dh",29,28
1138063200,1111051500,신사제2동,청운효자동,"https://map.naver.com/p/directions/14139656.982959678,4512677.295743176/14134064.692492394,4520934.019291317/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14139656.982959678,4512677.295743176/14134064.692492394,4520934.019291317/-/car?c=15.00,0,0,0,dh",41,25
1111061500,1138063200,종로1.2.3.4가동,신사제2동,"https://map.naver.com/p/directions/14136805.77910589,4519949.064834168/14139656.982959678,4512677.295743176/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14136805.77910589,4519949.064834168/14139656.982959678,4512677.295743176/-/car?c=15.00,0,0,0,dh",44,29
1150064100,1123066000,방화제3동,장안제2동,"https://map.naver.com/p/directions/14117688.871820012,4520741.451189979/14145606.1748464,4519557.466722302/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14117688.871820012,4520741.451189979/14145606.1748464,4519557.466722302/-/car?c=15.00,0,0,0,dh",96,54
1123066000,1150064100,장안제2동,방화제3동,"https://map.naver.com/p/directions/14145606.1748464,4519557.466722302/14117688.871820012,4520741.451189979/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14145606.1748464,4519557.466722302/14117688.871820012,4520741.451189979/-/car?c=15.00,0,0,0,dh",98,67
1114055000,1129058000,명동,돈암제1동,"https://map.naver.com/p/directions/14136028.112275155,4517814.853895124/14140171.067500113,4522977.892733602/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14136028.112275155,4517814.853895124/14140171.067500113,4522977.892733602/-/car?c=15.00,0,0,0,dh",30,26
1156068000,1153051000,신길제6동,신도림동,"https://map.naver.com/p/directions/14128029.840257507,4508813.274047474/14124625.946263878,4510529.271741662/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14128029.840257507,4508813.274047474/14124625.946263878,4510529.271741662/-/car?c=15.00,0,0,0,dh",32,15
1153051000,1156068000,신도림동,신길제6동,"https://map.naver.com/p/directions/14124625.946263878,4510529.271741662/14128029.840257507,4508813.274047474/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14124625.946263878,4510529.271741662/14128029.840257507,4508813.274047474/-/car?c=15.00,0,0,0,dh",21,12
1126057500,1120069000,면목제3.8동,성수2가제3동,"https://map.naver.com/p/directions/14147070.76085897,4519355.882963007/14144026.840702718,4515420.776140581/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14147070.76085897,4519355.882963007/14144026.840702718,4515420.776140581/-/car?c=15.00,0,0,0,dh",26,17
1120069000,1126057500,성수2가제3동,면목제3.8동,"https://map.naver.com/p/directions/14144026.840702718,4515420.776140581/14147070.76085897,4519355.882963007/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144026.840702718,4515420.776140581/14147070.76085897,4519355.882963007/-/car?c=15.00,0,0,0,dh",26,14
1138059000,1144056500,응암제2동,공덕동,"https://map.naver.com/p/directions/14128969.209780566,4521895.77504561/14133042.634851571,4516037.473876956/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14128969.209780566,4521895.77504561/14133042.634851571,4516037.473876956/-/car?c=15.00,0,0,0,dh",53,30
1144056500,1138059000,공덕동,응암제2동,"https://map.naver.com/p/directions/14133042.634851571,4516037.473876956/14128969.209780566,4521895.77504561/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14133042.634851571,4516037.473876956/14128969.209780566,4521895.77504561/-/car?c=15.00,0,0,0,dh",50,30
1126065500,1135060000,망우본동,공릉2동,"https://map.naver.com/p/directions/14149022.224928422,4521885.790588294/14148083.200495787,4527527.077117731/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14149022.224928422,4521885.790588294/14148083.200495787,4527527.077117731/-/car?c=15.00,0,0,0,dh",51,18
1135060000,1126062000,공릉2동,묵제1동,"https://map.naver.com/p/directions/14148083.200495787,4527527.077117731/14146628.265883068,4524880.889461736/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14148083.200495787,4527527.077117731/14146628.265883068,4524880.889461736/-/car?c=15.00,0,0,0,dh",28,11
1165056000,1168053100,반포1동,논현2동,"https://map.naver.com/p/directions/14139480.819865499,4509774.336206498/14141598.817893181,4511162.751411186/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14139480.819865499,4509774.336206498/14141598.817893181,4511162.751411186/-/car?c=15.00,0,0,0,dh",24,25
1168053100,1165056000,논현2동,반포1동,"https://map.naver.com/p/directions/14141598.817893181,4511162.751411186/14139480.819865499,4509774.336206498/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141598.817893181,4511162.751411186/14139480.819865499,4509774.336206498/-/car?c=15.00,0,0,0,dh",26,18
1121573000,1171056200,군자동,방이2동,"https://map.naver.com/p/directions/14145799.570197754,4516524.161249063/14150245.692923935,4510806.343423934/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14145799.570197754,4516524.161249063/14150245.692923935,4510806.343423934/-/car?c=15.00,0,0,0,dh",41,23
1171056200,1121573000,방이2동,군자동,"https://map.naver.com/p/directions/14150245.692923935,4510806.343423934/14145799.570197754,4516524.161249063/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14150245.692923935,4510806.343423934/14145799.570197754,4516524.161249063/-/car?c=15.00,0,0,0,dh",38,23
1121582000,1121575000,자양제1동,중곡제2동,"https://map.naver.com/p/directions/14146498.122266382,4514143.074990668/14146930.899050737,4517274.081791957/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14146498.122266382,4514143.074990668/14146930.899050737,4517274.081791957/-/car?c=15.00,0,0,0,dh",26,14
1121575000,1147051000,중곡제2동,목1동,"https://map.naver.com/p/directions/14146930.899050737,4517274.081791957/14123379.279286483,4512827.097483822/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14146930.899050737,4517274.081791957/14123379.279286483,4512827.097483822/-/car?c=15.00,0,0,0,dh",59,50
1147051000,1121587000,목1동,구의제3동,"https://map.naver.com/p/directions/14123379.279286483,4512827.097483822/14148211.373757483,4514124.163926263/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14123379.279286483,4512827.097483822/14148211.373757483,4514124.163926263/-/car?c=15.00,0,0,0,dh",66,44
1129052500,1120057000,성북동,행당제2동,"https://map.naver.com/p/directions/14136910.196788253,4522506.481750736/14140862.606440818,4516982.494793404/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14136910.196788253,4522506.481750736/14140862.606440818,4516982.494793404/-/car?c=15.00,0,0,0,dh",44,28
1123053600,1123054500,없음,제기동,"https://map.naver.com/p/directions/14141370.37916612,4519733.504903209/14141709.07984881,4520924.049799782/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141370.37916612,4519733.504903209/14141709.07984881,4520924.049799782/-/car?c=15.00,0,0,0,dh",21,5
1123054500,1123053600,제기동,없음,"https://map.naver.com/p/directions/14141709.07984881,4520924.049799782/14141370.37916612,4519733.504903209/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141709.07984881,4520924.049799782/14141370.37916612,4519733.504903209/-/car?c=15.00,0,0,0,dh",16,4
1174054000,1123070500,명일제2동,청량리동,"https://map.naver.com/p/directions/14154569.097043466,4515826.706555161/14142678.65034972,4521430.211924706/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14154569.097043466,4515826.706555161/14142678.65034972,4521430.211924706/-/car?c=15.00,0,0,0,dh",67,32
1123070500,1174054000,청량리동,명일제2동,"https://map.naver.com/p/directions/14142678.65034972,4521430.211924706/14154569.097043466,4515826.706555161/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14142678.65034972,4521430.211924706/14154569.097043466,4515826.706555161/-/car?c=15.00,0,0,0,dh",68,30
1144066000,1111053000,서교동,사직동,"https://map.naver.com/p/directions/14129101.557523169,4516759.821983399/14134283.179256972,4519400.059927326/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14129101.557523169,4516759.821983399/14134283.179256972,4519400.059927326/-/car?c=15.00,0,0,0,dh",28,22
1111053000,1144066000,사직동,서교동,"https://map.naver.com/p/directions/14134283.179256972,4519400.059927326/14129101.557523169,4516759.821983399/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14134283.179256972,4519400.059927326/14129101.557523169,4516759.821983399/-/car?c=15.00,0,0,0,dh",36,23
1171052000,1174062000,풍납2동,천호제3동,"https://map.naver.com/p/directions/14149585.534947684,4513371.731750426/14152254.720302079,4514552.346253411/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14149585.534947684,4513371.731750426/14152254.720302079,4514552.346253411/-/car?c=15.00,0,0,0,dh",36,20
1174061000,1171052000,천호제2동,풍납2동,"https://map.naver.com/p/directions/14151055.508823609,4515225.470640347/14149585.534947684,4513371.731750426/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14151055.508823609,4515225.470640347/14149585.534947684,4513371.731750426/-/car?c=15.00,0,0,0,dh",41,12
1171058000,1171063100,송파1동,가락1동,"https://map.naver.com/p/directions/14149917.57872482,4510014.47729913/14149536.532107836,4508326.848106431/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14149917.57872482,4510014.47729913/14149536.532107836,4508326.848106431/-/car?c=15.00,0,0,0,dh",19,14
1171062000,1171058000,가락본동,송파1동,"https://map.naver.com/p/directions/14150927.435749453,4508599.918851647/14149917.57872482,4510014.47729913/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14150927.435749453,4508599.918851647/14149917.57872482,4510014.47729913/-/car?c=15.00,0,0,0,dh",20,7
1111058000,1144060000,교남동,대흥동,"https://map.naver.com/p/directions/14133499.645889074,4519090.124249524/14131105.620052025,4516190.242857526/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14133499.645889074,4519090.124249524/14131105.620052025,4516190.242857526/-/car?c=15.00,0,0,0,dh",29,16
1144060000,1111058000,대흥동,교남동,"https://map.naver.com/p/directions/14131105.620052025,4516190.242857526/14133499.645889074,4519090.124249524/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14131105.620052025,4516190.242857526/14133499.645889074,4519090.124249524/-/car?c=15.00,0,0,0,dh",34,14
1135057000,1132051200,월계2동,창제2동,"https://map.naver.com/p/directions/14143374.397167178,4527931.98638488/14142341.44134821,4531030.094976012/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14143374.397167178,4527931.98638488/14142341.44134821,4531030.094976012/-/car?c=15.00,0,0,0,dh",39,13
1132051200,1135057000,창제2동,월계2동,"https://map.naver.com/p/directions/14142341.44134821,4531030.094976012/14143374.397167178,4527931.98638488/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14142341.44134821,4531030.094976012/14143374.397167178,4527931.98638488/-/car?c=15.00,0,0,0,dh",42,12
1144066000,1114063500,서교동,약수동,"https://map.naver.com/p/directions/14129101.557523169,4516759.821983399/14138698.488748102,4516005.422749894/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14129101.557523169,4516759.821983399/14138698.488748102,4516005.422749894/-/car?c=15.00,0,0,0,dh",41,33
1114063500,1144066000,약수동,서교동,"https://map.naver.com/p/directions/14138698.488748102,4516005.422749894/14129101.557523169,4516759.821983399/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14138698.488748102,4516005.422749894/14129101.557523169,4516759.821983399/-/car?c=15.00,0,0,0,dh",38,31
1144069000,1144066000,망원제1동,서교동,"https://map.naver.com/p/directions/14126386.330427386,4516542.262238444/14129101.557523169,4516759.821983399/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14126386.330427386,4516542.262238444/14129101.557523169,4516759.821983399/-/car?c=15.00,0,0,0,dh",25,27
1129062000,1168064000,정릉제1동,역삼1동,"https://map.naver.com/p/directions/14139361.674614504,4523918.877314283/14141141.762327882,4509006.762184651/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14139361.674614504,4523918.877314283/14141141.762327882,4509006.762184651/-/car?c=15.00,0,0,0,dh",70,48
1168064000,1129062000,역삼1동,정릉제1동,"https://map.naver.com/p/directions/14141141.762327882,4509006.762184651/14139361.674614504,4523918.877314283/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141141.762327882,4509006.762184651/14139361.674614504,4523918.877314283/-/car?c=15.00,0,0,0,dh",74,48
1162074500,1162059500,삼성동,청룡동,"https://map.naver.com/p/directions/14129809.104206651,4503569.253561193/14131553.180064756,4505934.368645396/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14129809.104206651,4503569.253561193/14131553.180064756,4505934.368645396/-/car?c=15.00,0,0,0,dh",24,15
1111065000,1162073500,혜화동,대학동,"https://map.naver.com/p/directions/14137546.554657374,4521217.255435046/14132303.15060618,4502543.392489391/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14137546.554657374,4521217.255435046/14132303.15060618,4502543.392489391/-/car?c=15.00,0,0,0,dh",73,63
1162073500,1111065000,대학동,혜화동,"https://map.naver.com/p/directions/14132303.15060618,4502543.392489391/14137546.554657374,4521217.255435046/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14132303.15060618,4502543.392489391/14137546.554657374,4521217.255435046/-/car?c=15.00,0,0,0,dh",71,61
1120064500,1120053500,옥수동,왕십리도선동,"https://map.naver.com/p/directions/14139195.062732633,4514943.114079408/14140711.07834995,4517645.688372804/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14139195.062732633,4514943.114079408/14140711.07834995,4517645.688372804/-/car?c=15.00,0,0,0,dh",31,12
1120053500,1120064500,왕십리도선동,옥수동,"https://map.naver.com/p/directions/14140711.07834995,4517645.688372804/14139195.062732633,4514943.114079408/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14140711.07834995,4517645.688372804/14139195.062732633,4514943.114079408/-/car?c=15.00,0,0,0,dh",32,12
1162057500,1165061000,행운동,방배2동,"https://map.naver.com/p/directions/14132997.984603817,4506355.177112743/14135899.816562017,4505139.9545109365/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14132997.984603817,4506355.177112743/14135899.816562017,4505139.9545109365/-/car?c=15.00,0,0,0,dh",23,13
1159063000,1162057500,사당제2동,행운동,"https://map.naver.com/p/directions/14134529.340046963,4508486.4709223/14132997.984603817,4506355.177112743/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14134529.340046963,4508486.4709223/14132997.984603817,4506355.177112743/-/car?c=15.00,0,0,0,dh",44,22
1171068000,1138062500,잠실3동,역촌동,"https://map.naver.com/p/directions/14148062.70657753,4511374.782011103/14128137.07432299,4523785.176828749/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14148062.70657753,4511374.782011103/14128137.07432299,4523785.176828749/-/car?c=15.00,0,0,0,dh",78,47
1138062500,1171068000,역촌동,잠실3동,"https://map.naver.com/p/directions/14128137.07432299,4523785.176828749/14148062.70657753,4511374.782011103/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14128137.07432299,4523785.176828749/14148062.70657753,4511374.782011103/-/car?c=15.00,0,0,0,dh",78,45
1150064000,1111061500,방화제2동,종로1.2.3.4가동,"https://map.naver.com/p/directions/14115468.526652496,4520685.311622168/14136805.77910589,4519949.064834168/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14115468.526652496,4520685.311622168/14136805.77910589,4519949.064834168/-/car?c=15.00,0,0,0,dh",87,58
1111064000,1150064000,이화동,방화제2동,"https://map.naver.com/p/directions/14137852.16005545,4520307.394047362/14115468.526652496,4520685.311622168/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14137852.16005545,4520307.394047362/14115468.526652496,4520685.311622168/-/car?c=15.00,0,0,0,dh",68,46
1168067000,1171063100,개포2동,가락1동,"https://map.naver.com/p/directions/14145149.876253637,4506689.135587431/14149536.532107836,4508326.848106431/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14145149.876253637,4506689.135587431/14149536.532107836,4508326.848106431/-/car?c=15.00,0,0,0,dh",26,8
1171063100,1168067000,가락1동,개포2동,"https://map.naver.com/p/directions/14149536.532107836,4508326.848106431/14145149.876253637,4506689.135587431/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14149536.532107836,4508326.848106431/14145149.876253637,4506689.135587431/-/car?c=15.00,0,0,0,dh",30,12
1174068500,1171058000,길동,송파1동,"https://map.naver.com/p/directions/14153901.280286249,4514627.735492303/14149917.57872482,4510014.47729913/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14153901.280286249,4514627.735492303/14149917.57872482,4510014.47729913/-/car?c=15.00,0,0,0,dh",34,20
1129055500,1144074000,삼선동,상암동,"https://map.naver.com/p/directions/14138836.402465245,4521170.148851808/14123419.688261641,4519076.292739496/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14138836.402465245,4521170.148851808/14123419.688261641,4519076.292739496/-/car?c=15.00,0,0,0,dh",74,31
1144074000,1129055500,상암동,삼선동,"https://map.naver.com/p/directions/14123419.688261641,4519076.292739496/14138836.402465245,4521170.148851808/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14123419.688261641,4519076.292739496/14138836.402465245,4521170.148851808/-/car?c=15.00,0,0,0,dh",81,41
1117055500,1114060500,청파동,을지로동,"https://map.naver.com/p/directions/14133903.557529468,4515840.880573917/14137219.754028253,4518330.821349233/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14133903.557529468,4515840.880573917/14137219.754028253,4518330.821349233/-/car?c=15.00,0,0,0,dh",30,21
1114060500,1117055500,을지로동,청파동,"https://map.naver.com/p/directions/14137219.754028253,4518330.821349233/14133903.557529468,4515840.880573917/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14137219.754028253,4518330.821349233/14133903.557529468,4515840.880573917/-/car?c=15.00,0,0,0,dh",34,19
1120072000,1171071000,송정동,잠실6동,"https://map.naver.com/p/directions/14145213.606662117,4516629.620909446/14148692.964138554,4511773.75833465/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14145213.606662117,4516629.620909446/14148692.964138554,4511773.75833465/-/car?c=15.00,0,0,0,dh",41,24
1171071000,1120072000,잠실6동,송정동,"https://map.naver.com/p/directions/14148692.964138554,4511773.75833465/14145213.606662117,4516629.620909446/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14148692.964138554,4511773.75833465/14145213.606662117,4516629.620909446/-/car?c=15.00,0,0,0,dh",39,21
1129058000,1114054000,돈암제1동,회현동,"https://map.naver.com/p/directions/14140171.067500113,4522977.892733602/14134929.066074504,4517085.606985526/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14140171.067500113,4522977.892733602/14134929.066074504,4517085.606985526/-/car?c=15.00,0,0,0,dh",31,35
1114054000,1129058000,회현동,돈암제1동,"https://map.naver.com/p/directions/14134929.066074504,4517085.606985526/14140171.067500113,4522977.892733602/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14134929.066074504,4517085.606985526/14140171.067500113,4522977.892733602/-/car?c=15.00,0,0,0,dh",32,31
1150054000,1147064000,화곡제1동,신정3동,"https://map.naver.com/p/directions/14121382.485920379,4513618.265273864/14119916.196719602,4510822.952548703/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14121382.485920379,4513618.265273864/14119916.196719602,4510822.952548703/-/car?c=15.00,0,0,0,dh",29,20
1147064000,1150054000,신정3동,화곡제1동,"https://map.naver.com/p/directions/14119916.196719602,4510822.952548703/14121382.485920379,4513618.265273864/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14119916.196719602,4510822.952548703/14121382.485920379,4513618.265273864/-/car?c=15.00,0,0,0,dh",29,13
1150062000,1150063000,공항동,방화제1동,"https://map.naver.com/p/directions/14114527.665448261,4516852.248822791/14117288.277500443,4518662.073613093/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14114527.665448261,4516852.248822791/14117288.277500443,4518662.073613093/-/car?c=15.00,0,0,0,dh",26,10
1121584000,1121584700,자양제3동,자양제4동,"https://map.naver.com/p/directions/14145491.437847236,4513477.323892077/14144648.894017272,4513786.981072835/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14145491.437847236,4513477.323892077/14144648.894017272,4513786.981072835/-/car?c=15.00,0,0,0,dh",#VALUE!,4
1121584700,1121584000,자양제4동,자양제3동,"https://map.naver.com/p/directions/14144648.894017272,4513786.981072835/14145491.437847236,4513477.323892077/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144648.894017272,4513786.981072835/14145491.437847236,4513477.323892077/-/car?c=15.00,0,0,0,dh",14,4
1159063000,1165059000,사당제2동,방배본동,"https://map.naver.com/p/directions/14134529.340046963,4508486.4709223/14136335.9329311,4508381.829850279/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14134529.340046963,4508486.4709223/14136335.9329311,4508381.829850279/-/car?c=15.00,0,0,0,dh",33,15
1165059000,1159063000,방배본동,사당제2동,"https://map.naver.com/p/directions/14136335.9329311,4508381.829850279/14134529.340046963,4508486.4709223/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14136335.9329311,4508381.829850279/14134529.340046963,4508486.4709223/-/car?c=15.00,0,0,0,dh",37,11
1162077500,1156070000,난곡동,대림제1동,"https://map.naver.com/p/directions/14128704.035621546,4504935.412291748/14127025.983353432,4508086.667121882/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14128704.035621546,4504935.412291748/14127025.983353432,4508086.667121882/-/car?c=15.00,0,0,0,dh",29,16
1156070000,1162077500,대림제1동,난곡동,"https://map.naver.com/p/directions/14127025.983353432,4508086.667121882/14128704.035621546,4504935.412291748/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14127025.983353432,4508086.667121882/14128704.035621546,4504935.412291748/-/car?c=15.00,0,0,0,dh",28,16
1153055000,1153056000,구로제4동,구로제5동,"https://map.naver.com/p/directions/14125469.191406637,4507806.117795957/14124970.992157541,4509318.961692276/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14125469.191406637,4507806.117795957/14124970.992157541,4509318.961692276/-/car?c=15.00,0,0,0,dh",16,7
1117066000,1111055000,이태원제2동,부암동,"https://map.naver.com/p/directions/14136776.27944083,4514861.039846868/14133915.613430323,4522524.55094715/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14136776.27944083,4514861.039846868/14133915.613430323,4522524.55094715/-/car?c=15.00,0,0,0,dh",55,25
1111055000,1144056500,부암동,공덕동,"https://map.naver.com/p/directions/14133915.613430323,4522524.55094715/14133042.634851571,4516037.473876956/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14133915.613430323,4522524.55094715/14133042.634851571,4516037.473876956/-/car?c=15.00,0,0,0,dh",53,20
1144056500,1117066000,공덕동,이태원제2동,"https://map.naver.com/p/directions/14133042.634851571,4516037.473876956/14136776.27944083,4514861.039846868/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14133042.634851571,4516037.473876956/14136776.27944083,4514861.039846868/-/car?c=15.00,0,0,0,dh",36,20
1138057000,1162054500,대조동,청림동,"https://map.naver.com/p/directions/14128969.243176416,4524845.968351035/14133047.677624507,4507550.851555548/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14128969.243176416,4524845.968351035/14133047.677624507,4507550.851555548/-/car?c=15.00,0,0,0,dh",74,43
1162054500,1138057000,청림동,대조동,"https://map.naver.com/p/directions/14133047.677624507,4507550.851555548/14128969.243176416,4524845.968351035/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14133047.677624507,4507550.851555548/14128969.243176416,4524845.968351035/-/car?c=15.00,0,0,0,dh",70,43
1150053500,1111061500,등촌제3동,종로1.2.3.4가동,"https://map.naver.com/p/directions/14120446.277870858,4517754.973472876/14136805.77910589,4519949.064834168/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14120446.277870858,4517754.973472876/14136805.77910589,4519949.064834168/-/car?c=15.00,0,0,0,dh",66,55
1111061500,1150053500,종로1.2.3.4가동,등촌제3동,"https://map.naver.com/p/directions/14136805.77910589,4519949.064834168/14120446.277870858,4517754.973472876/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14136805.77910589,4519949.064834168/14120446.277870858,4517754.973472876/-/car?c=15.00,0,0,0,dh",61,42
1132067000,1132051400,쌍문제2동,창제4동,"https://map.naver.com/p/directions/14141684.188810667,4531010.744163516/14138688.926403845,4519703.86816548/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141684.188810667,4531010.744163516/14138688.926403845,4519703.86816548/-/car?c=15.00,0,0,0,dh",42,44
1138052000,1138064000,불광제1동,증산동,"https://map.naver.com/p/directions/14130497.225638993,4525501.109234188/14127062.66312565,4520700.495192798/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14130497.225638993,4525501.109234188/14127062.66312565,4520700.495192798/-/car?c=15.00,0,0,0,dh",30,21
1138064000,1138052000,증산동,불광제1동,"https://map.naver.com/p/directions/14127062.66312565,4520700.495192798/14130497.225638993,4525501.109234188/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14127062.66312565,4520700.495192798/14130497.225638993,4525501.109234188/-/car?c=15.00,0,0,0,dh",30,21
1126061000,1123072000,중화제2동,휘경제1동,"https://map.naver.com/p/directions/14146042.580646155,4523084.4600257315/14144453.628498472,4521865.449410884/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14146042.580646155,4523084.4600257315/14144453.628498472,4521865.449410884/-/car?c=15.00,0,0,0,dh",18,8
1123072000,1126061000,휘경제1동,중화제2동,"https://map.naver.com/p/directions/14144453.628498472,4521865.449410884/14146042.580646155,4523084.4600257315/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144453.628498472,4521865.449410884/14146042.580646155,4523084.4600257315/-/car?c=15.00,0,0,0,dh",20,9
