O,D,O행정동명,D행정동명,naver_p,naver_c,time_pt,time_car
1165053000,1162060500,서초3동,은천동,"https://map.naver.com/p/directions/14138479.690288948,4507030.990309206/14131260.08697745,4507269.133915621/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14138479.690288948,4507030.990309206/14131260.08697745,4507269.133915621/-/car?c=15.00,0,0,0,dh",38,22
1162060500,1165053000,은천동,서초3동,"https://map.naver.com/p/directions/14131260.08697745,4507269.133915621/14138479.690288948,4507030.990309206/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14131260.08697745,4507269.133915621/14138479.690288948,4507030.990309206/-/car?c=15.00,0,0,0,dh",44,23
1130560300,1123061000,번2동,답십리제2동,"https://map.naver.com/p/directions/14141485.906533668,4526953.865301566/14144339.626207948,4518829.757006729/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141485.906533668,4526953.865301566/14144339.626207948,4518829.757006729/-/car?c=15.00,0,0,0,dh",54,27
1123061000,1130560300,답십리제2동,번2동,"https://map.naver.com/p/directions/14144339.626207948,4518829.757006729/14141485.906533668,4526953.865301566/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144339.626207948,4518829.757006729/14141485.906533668,4526953.865301566/-/car?c=15.00,0,0,0,dh",49,26
1162076500,1168058000,미성동,삼성1동,"https://map.naver.com/p/directions/14128144.443673281,4505427.5313866995/14144251.45003929,4511266.291890417/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14128144.443673281,4505427.5313866995/14144251.45003929,4511266.291890417/-/car?c=15.00,0,0,0,dh",60,47
1168058000,1162076500,삼성1동,미성동,"https://map.naver.com/p/directions/14144251.45003929,4511266.291890417/14128144.443673281,4505427.5313866995/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144251.45003929,4511266.291890417/14128144.443673281,4505427.5313866995/-/car?c=15.00,0,0,0,dh",58,48
1123053600,1120069000,없음,성수2가제3동,"https://map.naver.com/p/directions/14141370.37916612,4519733.504903209/14144026.840702718,4515420.776140581/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141370.37916612,4519733.504903209/14144026.840702718,4515420.776140581/-/car?c=15.00,0,0,0,dh",21,20
1120069000,1123053600,성수2가제3동,없음,"https://map.naver.com/p/directions/14144026.840702718,4515420.776140581/14141370.37916612,4519733.504903209/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144026.840702718,4515420.776140581/14141370.37916612,4519733.504903209/-/car?c=15.00,0,0,0,dh",21,17
1147068000,1120069000,신정7동,성수2가제3동,"https://map.naver.com/p/directions/14122545.485168492,4510485.040983142/14144026.840702718,4515420.776140581/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14122545.485168492,4510485.040983142/14144026.840702718,4515420.776140581/-/car?c=15.00,0,0,0,dh",65,51
1120069000,1171063200,성수2가제3동,가락2동,"https://map.naver.com/p/directions/14144026.840702718,4515420.776140581/14152203.290697332,4508516.527713034/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144026.840702718,4515420.776140581/14152203.290697332,4508516.527713034/-/car?c=15.00,0,0,0,dh",39,29
1159067000,1168065000,신대방제1동,역삼2동,"https://map.naver.com/p/directions/14127742.51351982,4507729.025324598/14142575.601897093,4508819.217675064/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14127742.51351982,4507729.025324598/14142575.601897093,4508819.217675064/-/car?c=15.00,0,0,0,dh",51,53
1168065000,1159067000,역삼2동,신대방제1동,"https://map.naver.com/p/directions/14142575.601897093,4508819.217675064/14127742.51351982,4507729.025324598/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14142575.601897093,4508819.217675064/14127742.51351982,4507729.025324598/-/car?c=15.00,0,0,0,dh",51,43
1123060000,1123057000,답십리제1동,전농제2동,"https://map.naver.com/p/directions/14143359.458091516,4518989.072343961/14144471.161318272,4520361.7729381025/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14143359.458091516,4518989.072343961/14144471.161318272,4520361.7729381025/-/car?c=15.00,0,0,0,dh",19,6
1123057000,1123060000,전농제2동,답십리제1동,"https://map.naver.com/p/directions/14144471.161318272,4520361.7729381025/14143359.458091516,4518989.072343961/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144471.161318272,4520361.7729381025/14143359.458091516,4518989.072343961/-/car?c=15.00,0,0,0,dh",21,7
1123060000,1123056000,답십리제1동,전농제1동,"https://map.naver.com/p/directions/14143359.458091516,4518989.072343961/14143212.182405194,4520319.861850607/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14143359.458091516,4518989.072343961/14143212.182405194,4520319.861850607/-/car?c=15.00,0,0,0,dh",17,7
1123056000,1123060000,전농제1동,답십리제1동,"https://map.naver.com/p/directions/14143212.182405194,4520319.861850607/14143359.458091516,4518989.072343961/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14143212.182405194,4520319.861850607/14143359.458091516,4518989.072343961/-/car?c=15.00,0,0,0,dh",12,6
1141066000,1129063000,홍은제1동,정릉제2동,"https://map.naver.com/p/directions/14131687.876648618,4523179.974871972/14138685.787194204,4523687.7904553395/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14131687.876648618,4523179.974871972/14138685.787194204,4523687.7904553395/-/car?c=15.00,0,0,0,dh",34,14
1129063000,1141066000,정릉제2동,홍은제1동,"https://map.naver.com/p/directions/14138685.787194204,4523687.7904553395/14131687.876648618,4523179.974871972/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14138685.787194204,4523687.7904553395/14131687.876648618,4523179.974871972/-/car?c=15.00,0,0,0,dh",40,19
1132051100,1168051000,창제1동,없음,"https://map.naver.com/p/directions/14143268.643650927,4530276.594193376/14127156.282817405,4522129.57169962/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14143268.643650927,4530276.594193376/14127156.282817405,4522129.57169962/-/car?c=15.00,0,0,0,dh",82,52
1168051000,1132051100,없음,창제1동,"https://map.naver.com/p/directions/14127156.282817405,4522129.57169962/14143268.643650927,4530276.594193376/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14127156.282817405,4522129.57169962/14143268.643650927,4530276.594193376/-/car?c=15.00,0,0,0,dh",85,46
1114066500,1114067000,동화동,황학동,"https://map.naver.com/p/directions/14139518.546040928,4517552.636635096/14139874.612564182,4518662.830607817/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14139518.546040928,4517552.636635096/14139874.612564182,4518662.830607817/-/car?c=15.00,0,0,0,dh",20,10
1114067000,1114052000,황학동,소공동,"https://map.naver.com/p/directions/14139874.612564182,4518662.830607817/14134811.802122902,4518070.356441788/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14139874.612564182,4518662.830607817/14134811.802122902,4518070.356441788/-/car?c=15.00,0,0,0,dh",22,19
1114052000,1114066500,소공동,동화동,"https://map.naver.com/p/directions/14134811.802122902,4518070.356441788/14139518.546040928,4517552.636635096/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14134811.802122902,4518070.356441788/14139518.546040928,4517552.636635096/-/car?c=15.00,0,0,0,dh",29,19
1138051000,1129063000,녹번동,정릉제2동,"https://map.naver.com/p/directions/14129995.753596867,4523669.7248685695/14138685.787194204,4523687.7904553395/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14129995.753596867,4523669.7248685695/14138685.787194204,4523687.7904553395/-/car?c=15.00,0,0,0,dh",41,16
1129063000,1138051000,정릉제2동,녹번동,"https://map.naver.com/p/directions/14138685.787194204,4523687.7904553395/14129995.753596867,4523669.7248685695/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14138685.787194204,4523687.7904553395/14129995.753596867,4523669.7248685695/-/car?c=15.00,0,0,0,dh",42,19
1129052500,1111067000,성북동,창신제1동,"https://map.naver.com/p/directions/14136910.196788253,4522506.481750736/14142674.66511195,4529463.24383187/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14136910.196788253,4522506.481750736/14142674.66511195,4529463.24383187/-/car?c=15.00,0,0,0,dh",51,29
1111067000,1129052500,창신제1동,성북동,"https://map.naver.com/p/directions/14142674.66511195,4529463.24383187/14136910.196788253,4522506.481750736/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14142674.66511195,4529463.24383187/14136910.196788253,4522506.481750736/-/car?c=15.00,0,0,0,dh",54,33
1138058000,1165065100,응암제1동,양재1동,"https://map.naver.com/p/directions/14129628.866819108,4522677.347265146/14139574.461821156,4504814.89430338/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14129628.866819108,4522677.347265146/14139574.461821156,4504814.89430338/-/car?c=15.00,0,0,0,dh",105,59
1165065100,1138058000,양재1동,응암제1동,"https://map.naver.com/p/directions/14139574.461821156,4504814.89430338/14129628.866819108,4522677.347265146/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14139574.461821156,4504814.89430338/14129628.866819108,4522677.347265146/-/car?c=15.00,0,0,0,dh",99,51
1147067000,1147064000,신정6동,신정3동,"https://map.naver.com/p/directions/14123031.094183179,4511233.602763879/14119916.196719602,4510822.952548703/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14123031.094183179,4511233.602763879/14119916.196719602,4510822.952548703/-/car?c=15.00,0,0,0,dh",25,13
1147064000,1147067000,신정3동,신정6동,"https://map.naver.com/p/directions/14119916.196719602,4510822.952548703/14123031.094183179,4511233.602763879/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14119916.196719602,4510822.952548703/14123031.094183179,4511233.602763879/-/car?c=15.00,0,0,0,dh",26,13
1165065200,1168064000,양재2동,역삼1동,"https://map.naver.com/p/directions/14142370.473471409,4502588.1198129235/14141141.762327882,4509006.762184651/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14142370.473471409,4502588.1198129235/14141141.762327882,4509006.762184651/-/car?c=15.00,0,0,0,dh",47,21
1168064000,1114059000,역삼1동,광희동,"https://map.naver.com/p/directions/14141141.762327882,4509006.762184651/14138366.222331982,4518236.495357306/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141141.762327882,4509006.762184651/14138366.222331982,4518236.495357306/-/car?c=15.00,0,0,0,dh",41,28
1114059000,1165065200,광희동,양재2동,"https://map.naver.com/p/directions/14138366.222331982,4518236.495357306/14142370.473471409,4502588.1198129235/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14138366.222331982,4518236.495357306/14142370.473471409,4502588.1198129235/-/car?c=15.00,0,0,0,dh",56,38
1159051000,1165066000,노량진제1동,내곡동,"https://map.naver.com/p/directions/14131960.50921352,4510647.451496495/14145451.75244877,4502356.395471369/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14131960.50921352,4510647.451496495/14145451.75244877,4502356.395471369/-/car?c=15.00,0,0,0,dh",68,39
1165066000,1159051000,내곡동,노량진제1동,"https://map.naver.com/p/directions/14145451.75244877,4502356.395471369/14131960.50921352,4510647.451496495/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14145451.75244877,4502356.395471369/14131960.50921352,4510647.451496495/-/car?c=15.00,0,0,0,dh",69,44
1168051000,1117062500,없음,한강로동,"https://map.naver.com/p/directions/14127156.282817405,4522129.57169962/14133955.1875093,4513357.335073933/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14127156.282817405,4522129.57169962/14133955.1875093,4513357.335073933/-/car?c=15.00,0,0,0,dh",50,34
1117062500,1159051000,한강로동,노량진제1동,"https://map.naver.com/p/directions/14133955.1875093,4513357.335073933/14131960.50921352,4510647.451496495/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14133955.1875093,4513357.335073933/14131960.50921352,4510647.451496495/-/car?c=15.00,0,0,0,dh",21,11
1159051000,1168051000,노량진제1동,없음,"https://map.naver.com/p/directions/14131960.50921352,4510647.451496495/14127156.282817405,4522129.57169962/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14131960.50921352,4510647.451496495/14127156.282817405,4522129.57169962/-/car?c=15.00,0,0,0,dh",71,30
1174053000,1171068000,명일제1동,잠실3동,"https://map.naver.com/p/directions/14153893.16509537,4515992.882862656/14148062.70657753,4511374.782011103/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14153893.16509537,4515992.882862656/14148062.70657753,4511374.782011103/-/car?c=15.00,0,0,0,dh",45,18
1171068000,1174053000,잠실3동,명일제1동,"https://map.naver.com/p/directions/14148062.70657753,4511374.782011103/14153893.16509537,4515992.882862656/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14148062.70657753,4511374.782011103/14153893.16509537,4515992.882862656/-/car?c=15.00,0,0,0,dh",42,18
1138069000,1150060300,진관동,가양제1동,"https://map.naver.com/p/directions/14130389.62421919,4529029.829459953/14119363.450920016,4519154.040445458/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14130389.62421919,4529029.829459953/14119363.450920016,4519154.040445458/-/car?c=15.00,0,0,0,dh",73,41
1150060300,1138069000,가양제1동,진관동,"https://map.naver.com/p/directions/14119363.450920016,4519154.040445458/14130389.62421919,4529029.829459953/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14119363.450920016,4519154.040445458/14130389.62421919,4529029.829459953/-/car?c=15.00,0,0,0,dh",95,43
1150060300,1147067000,가양제1동,신정6동,"https://map.naver.com/p/directions/14119363.450920016,4519154.040445458/14123031.094183179,4511233.602763879/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14119363.450920016,4519154.040445458/14123031.094183179,4511233.602763879/-/car?c=15.00,0,0,0,dh",48,29
1147067000,1150060300,신정6동,가양제1동,"https://map.naver.com/p/directions/14123031.094183179,4511233.602763879/14119363.450920016,4519154.040445458/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14123031.094183179,4511233.602763879/14119363.450920016,4519154.040445458/-/car?c=15.00,0,0,0,dh",52,24
1174052500,1168064000,상일제1동,역삼1동,"https://map.naver.com/p/directions/14155888.733947076,4516173.352818766/14141141.762327882,4509006.762184651/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14155888.733947076,4516173.352818766/14141141.762327882,4509006.762184651/-/car?c=15.00,0,0,0,dh",51,44
1168064000,1174052500,역삼1동,상일제1동,"https://map.naver.com/p/directions/14141141.762327882,4509006.762184651/14155888.733947076,4516173.352818766/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141141.762327882,4509006.762184651/14155888.733947076,4516173.352818766/-/car?c=15.00,0,0,0,dh",51,43
1165052000,1168052100,서초2동,논현1동,"https://map.naver.com/p/directions/14140667.797331931,4507526.98875121/14140502.933166066,4510721.737638806/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14140667.797331931,4507526.98875121/14140502.933166066,4510721.737638806/-/car?c=15.00,0,0,0,dh",26,17
1168052100,1165052000,논현1동,서초2동,"https://map.naver.com/p/directions/14140502.933166066,4510721.737638806/14140667.797331931,4507526.98875121/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14140502.933166066,4510721.737638806/14140667.797331931,4507526.98875121/-/car?c=15.00,0,0,0,dh",28,20
1168065500,1138065000,도곡1동,수색동,"https://map.naver.com/p/directions/14142088.75723606,4507528.11251425/14125888.5875882,4520963.655301074/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14142088.75723606,4507528.11251425/14125888.5875882,4520963.655301074/-/car?c=15.00,0,0,0,dh",85,48
1138065000,1168065500,수색동,도곡1동,"https://map.naver.com/p/directions/14125888.5875882,4520963.655301074/14142088.75723606,4507528.11251425/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14125888.5875882,4520963.655301074/14142088.75723606,4507528.11251425/-/car?c=15.00,0,0,0,dh",77,56
1138051000,1144063000,녹번동,신수동,"https://map.naver.com/p/directions/14129995.753596867,4523669.7248685695/14130491.19212259,4515519.37586554/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14129995.753596867,4523669.7248685695/14130491.19212259,4515519.37586554/-/car?c=15.00,0,0,0,dh",47,26
1144063000,1138051000,신수동,녹번동,"https://map.naver.com/p/directions/14130491.19212259,4515519.37586554/14129995.753596867,4523669.7248685695/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14130491.19212259,4515519.37586554/14129995.753596867,4523669.7248685695/-/car?c=15.00,0,0,0,dh",43,23
1141071000,1153054000,북가좌제1동,구로제3동,"https://map.naver.com/p/directions/14127380.903285926,4519612.118414385/14125797.739751766,4506964.570993717/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14127380.903285926,4519612.118414385/14125797.739751766,4506964.570993717/-/car?c=15.00,0,0,0,dh",67,33
1153054000,1141071000,구로제3동,북가좌제1동,"https://map.naver.com/p/directions/14125797.739751766,4506964.570993717/14127380.903285926,4519612.118414385/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14125797.739751766,4506964.570993717/14127380.903285926,4519612.118414385/-/car?c=15.00,0,0,0,dh",64,31
1162065500,1147060000,신원동,신월5동,"https://map.naver.com/p/directions/14129480.97887559,4506095.089857467/14118394.180981727,4514899.746345391/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14129480.97887559,4506095.089857467/14118394.180981727,4514899.746345391/-/car?c=15.00,0,0,0,dh",62,40
1147060000,1162065500,신월5동,신원동,"https://map.naver.com/p/directions/14118394.180981727,4514899.746345391/14129480.97887559,4506095.089857467/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14118394.180981727,4514899.746345391/14129480.97887559,4506095.089857467/-/car?c=15.00,0,0,0,dh",67,40
1156051500,1156072000,영등포본동,대림제3동,"https://map.naver.com/p/directions/14127520.019253572,4510907.319169531/14126140.692839,4509113.619478775/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14127520.019253572,4510907.319169531/14126140.692839,4509113.619478775/-/car?c=15.00,0,0,0,dh",20,10
1156072000,1156051500,대림제3동,영등포본동,"https://map.naver.com/p/directions/14126140.692839,4509113.619478775/14127520.019253572,4510907.319169531/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14126140.692839,4509113.619478775/14127520.019253572,4510907.319169531/-/car?c=15.00,0,0,0,dh",18,10
1154568000,1154571000,시흥제2동,시흥제5동,"https://map.naver.com/p/directions/14128724.462748107,4502073.239872695/14127327.926340258,4501831.341406346/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14128724.462748107,4502073.239872695/14127327.926340258,4501831.341406346/-/car?c=15.00,0,0,0,dh",16,7
1154571000,1154568000,시흥제5동,시흥제2동,"https://map.naver.com/p/directions/14127327.926340258,4501831.341406346/14128724.462748107,4502073.239872695/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14127327.926340258,4501831.341406346/14128724.462748107,4502073.239872695/-/car?c=15.00,0,0,0,dh",16,6
1171063200,1120067000,가락2동,성수2가제1동,"https://map.naver.com/p/directions/14152203.290697332,4508516.527713034/14143740.03716664,4514068.309733358/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14152203.290697332,4508516.527713034/14143740.03716664,4514068.309733358/-/car?c=15.00,0,0,0,dh",54,27
1120067000,1171063200,성수2가제1동,가락2동,"https://map.naver.com/p/directions/14143740.03716664,4514068.309733358/14152203.290697332,4508516.527713034/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14143740.03716664,4514068.309733358/14152203.290697332,4508516.527713034/-/car?c=15.00,0,0,0,dh",53,24
1162066500,1153054000,서림동,구로제3동,"https://map.naver.com/p/directions/14130895.793943826,4505221.879677816/14125797.739751766,4506964.570993717/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14130895.793943826,4505221.879677816/14125797.739751766,4506964.570993717/-/car?c=15.00,0,0,0,dh",38,17
1153054000,1162066500,구로제3동,서림동,"https://map.naver.com/p/directions/14125797.739751766,4506964.570993717/14130895.793943826,4505221.879677816/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14125797.739751766,4506964.570993717/14130895.793943826,4505221.879677816/-/car?c=15.00,0,0,0,dh",43,19
1168075000,1123056000,수서동,전농제1동,"https://map.naver.com/p/directions/14148953.206844132,4507016.161839618/14143212.182405194,4520319.861850607/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14148953.206844132,4507016.161839618/14143212.182405194,4520319.861850607/-/car?c=15.00,0,0,0,dh",44,36
1123056000,1168075000,전농제1동,수서동,"https://map.naver.com/p/directions/14143212.182405194,4520319.861850607/14148953.206844132,4507016.161839618/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14143212.182405194,4520319.861850607/14148953.206844132,4507016.161839618/-/car?c=15.00,0,0,0,dh",45,32
1117062500,1114059000,한강로동,광희동,"https://map.naver.com/p/directions/14133955.1875093,4513357.335073933/14138366.222331982,4518236.495357306/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14133955.1875093,4513357.335073933/14138366.222331982,4518236.495357306/-/car?c=15.00,0,0,0,dh",22,19
1114059000,1117062500,광희동,한강로동,"https://map.naver.com/p/directions/14138366.222331982,4518236.495357306/14133955.1875093,4513357.335073933/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14138366.222331982,4518236.495357306/14133955.1875093,4513357.335073933/-/car?c=15.00,0,0,0,dh",22,19
1132051100,1153056000,창제1동,구로제5동,"https://map.naver.com/p/directions/14143268.643650927,4530276.594193376/14124970.992157541,4509318.961692276/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14143268.643650927,4530276.594193376/14124970.992157541,4509318.961692276/-/car?c=15.00,0,0,0,dh",76,62
1153056000,1132051100,구로제5동,창제1동,"https://map.naver.com/p/directions/14124970.992157541,4509318.961692276/14143268.643650927,4530276.594193376/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14124970.992157541,4509318.961692276/14143268.643650927,4530276.594193376/-/car?c=15.00,0,0,0,dh",78,58
1129071500,1168059000,월곡제1동,삼성2동,"https://map.naver.com/p/directions/14141626.113432324,4524137.286134118/14142998.883128885,4510656.107473566/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141626.113432324,4524137.286134118/14142998.883128885,4510656.107473566/-/car?c=15.00,0,0,0,dh",53,26
1144055500,1156054000,아현동,여의동,"https://map.naver.com/p/directions/14132276.745622965,4516128.912868612/14129727.885506168,4513018.479859606/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14132276.745622965,4516128.912868612/14129727.885506168,4513018.479859606/-/car?c=15.00,0,0,0,dh",22,11
1156054000,1144055500,여의동,아현동,"https://map.naver.com/p/directions/14129727.885506168,4513018.479859606/14132276.745622965,4516128.912868612/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14129727.885506168,4513018.479859606/14132276.745622965,4516128.912868612/-/car?c=15.00,0,0,0,dh",22,12
1171062000,1171061000,가락본동,삼전동,"https://map.naver.com/p/directions/14150927.435749453,4508599.918851647/14147747.104689183,4509282.331481713/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14150927.435749453,4508599.918851647/14147747.104689183,4509282.331481713/-/car?c=15.00,0,0,0,dh",29,12
1171061000,1171062000,삼전동,가락본동,"https://map.naver.com/p/directions/14147747.104689183,4509282.331481713/14150927.435749453,4508599.918851647/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14147747.104689183,4509282.331481713/14150927.435749453,4508599.918851647/-/car?c=15.00,0,0,0,dh",25,10
1171062000,1171056600,가락본동,오륜동,"https://map.naver.com/p/directions/14150927.435749453,4508599.918851647/14151901.626009231,4511435.096110475/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14150927.435749453,4508599.918851647/14151901.626009231,4511435.096110475/-/car?c=15.00,0,0,0,dh",22,9
1159063000,1150064000,사당제2동,방화제2동,"https://map.naver.com/p/directions/14134529.340046963,4508486.4709223/14115468.526652496,4520685.311622168/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14134529.340046963,4508486.4709223/14115468.526652496,4520685.311622168/-/car?c=15.00,0,0,0,dh",74,28
1168054500,1156054000,압구정동,여의동,"https://map.naver.com/p/directions/14141398.353754159,4512925.347130435/14129727.885506168,4513018.479859606/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141398.353754159,4512925.347130435/14129727.885506168,4513018.479859606/-/car?c=15.00,0,0,0,dh",47,30
1156054000,1168054500,여의동,압구정동,"https://map.naver.com/p/directions/14129727.885506168,4513018.479859606/14141398.353754159,4512925.347130435/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14129727.885506168,4513018.479859606/14141398.353754159,4512925.347130435/-/car?c=15.00,0,0,0,dh",47,26
1168060000,1168064000,대치1동,역삼1동,"https://map.naver.com/p/directions/14144165.889878668,4508078.935054143/14141141.762327882,4509006.762184651/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14144165.889878668,4508078.935054143/14141141.762327882,4509006.762184651/-/car?c=15.00,0,0,0,dh",22,16
1168064000,1168060000,역삼1동,대치1동,"https://map.naver.com/p/directions/14141141.762327882,4509006.762184651/14144165.889878668,4508078.935054143/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14141141.762327882,4509006.762184651/14144165.889878668,4508078.935054143/-/car?c=15.00,0,0,0,dh",24,21
1114067000,1111061500,황학동,종로1.2.3.4가동,"https://map.naver.com/p/directions/14139874.612564182,4518662.830607817/14136805.77910589,4519949.064834168/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14139874.612564182,4518662.830607817/14136805.77910589,4519949.064834168/-/car?c=15.00,0,0,0,dh",33,15
1111061500,1111063000,종로1.2.3.4가동,종로5.6가동,"https://map.naver.com/p/directions/14136805.77910589,4519949.064834168/14137988.1702093,4519299.78313626/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14136805.77910589,4519949.064834168/14137988.1702093,4519299.78313626/-/car?c=15.00,0,0,0,dh",18,13
1111063000,1114067000,종로5.6가동,황학동,"https://map.naver.com/p/directions/14137988.1702093,4519299.78313626/14139874.612564182,4518662.830607817/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14137988.1702093,4519299.78313626/14139874.612564182,4518662.830607817/-/car?c=15.00,0,0,0,dh",22,11
1153077000,1171052000,오류제1동,풍납2동,"https://map.naver.com/p/directions/14120028.083939796,4508618.302201319/14149585.534947684,4513371.731750426/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14120028.083939796,4508618.302201319/14149585.534947684,4513371.731750426/-/car?c=15.00,0,0,0,dh",85,61
1174061000,1111061500,천호제2동,종로1.2.3.4가동,"https://map.naver.com/p/directions/14151055.508823609,4515225.470640347/14136805.77910589,4519949.064834168/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14151055.508823609,4515225.470640347/14136805.77910589,4519949.064834168/-/car?c=15.00,0,0,0,dh",54,45
1111061500,1174061000,종로1.2.3.4가동,천호제2동,"https://map.naver.com/p/directions/14136805.77910589,4519949.064834168/14151055.508823609,4515225.470640347/-/transit?c=15.00,0,0,0,dh","https://map.naver.com/p/directions/14136805.77910589,4519949.064834168/14151055.508823609,4515225.470640347/-/car?c=15.00,0,0,0,dh",54,36
